"startTime","name","startX","startY","startDirection","endTime","endX","endY","endDirection","diffX","diffY","diffD","Radius1","Radius2","robotDist","leftMotorDist","rightMotorDist","leftMotorSpeed","rightMotorSpeed"
"1.82","test","1.0","2.839999992400408","180.0","1.84","1.0","2.829999992623925","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"1.84","test","1.0","2.829999992623925","180.0","1.86","1.0","2.8199999928474426","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"1.86","test","1.0","2.8199999928474426","180.0","1.88","1.0","2.80999999307096","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.4999999888241342","0.4999999888241342"
"1.88","test","1.0","2.80999999307096","180.0","1.9","1.0","2.7999999932944775","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"1.9","test","1.0","2.7999999932944775","180.0","1.92","1.0","2.789999993517995","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"1.92","test","1.0","2.789999993517995","180.0","1.94","1.0","2.7799999937415123","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"1.94","test","1.0","2.7799999937415123","180.0","1.96","1.0","2.7699999939650297","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"1.96","test","1.0","2.7699999939650297","180.0","1.98","1.0","2.759999994188547","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"1.98","test","1.0","2.759999994188547","180.0","2.0","1.0","2.7499999944120646","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.0","test","1.0","2.7499999944120646","180.0","2.02","1.0","2.739999994635582","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.02","test","1.0","2.739999994635582","180.0","2.04","1.0","2.7299999948590994","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.04","test","1.0","2.7299999948590994","180.0","2.06","1.0","2.719999995082617","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.06","test","1.0","2.719999995082617","180.0","2.08","1.0","2.7099999953061342","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.08","test","1.0","2.7099999953061342","180.0","2.1","1.0","2.6999999955296516","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.1","test","1.0","2.6999999955296516","180.0","2.12","1.0","2.689999995753169","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.12","test","1.0","2.689999995753169","180.0","2.14","1.0","2.6799999959766865","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.14","test","1.0","2.6799999959766865","180.0","2.16","1.0","2.669999996200204","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.16","test","1.0","2.669999996200204","180.0","2.18","1.0","2.6599999964237213","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.18","test","1.0","2.6599999964237213","180.0","2.2","1.0","2.6499999966472387","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.2","test","1.0","2.6499999966472387","180.0","2.22","1.0","2.639999996870756","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.22","test","1.0","2.639999996870756","180.0","2.24","1.0","2.6299999970942736","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882412866","0.49999998882412866"
"2.24","test","1.0","2.6299999970942736","180.0","2.26","1.0","2.619999997317791","180.0","0.0","-0.009999999776482582","0.0","Infinity","Infinity","0.009999999776482582","0.009999999776482582","0.009999999776482582","0.49999998882413976","0.49999998882413976"
