"time","name","x","y","direction","nextX","nextY","nextDirection"
"39.82","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.2842925","1.6523609","106.64021"
"39.84","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.773432","0.8498158","261.19965"
"39.84","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.2746959","1.655173","106.332214"
"39.86","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7635154","0.8485278","262.59964"
"39.86","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.2650857","1.6579381","106.052216"
"39.88","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7535702","0.84748244","263.99963"
"39.88","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.255458","1.6606421","105.68822"
"39.9","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7436024","0.8466804","265.39963"
"39.9","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.245811","1.6632755","105.26822"
"39.920002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.733618","0.84612215","266.79962"
"39.920002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.2361486","1.6658522","104.93222"
"39.940002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7236229","0.84580797","268.19962"
"39.940002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.226475","1.6683865","104.68022"
"39.96","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7136232","0.8457381","269.5996"
"39.96","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.2167854","1.6708592","104.31622"
"39.98","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7036247","0.8459126","270.9996"
"39.98","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.2070792","1.6732656","103.924225"
"40.0","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6936334","0.84633124","272.3996"
"40.0","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.1973624","1.6756293","103.672226"
"40.02","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6836554","0.8469939","273.7996"
"40.02","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.187631","1.6779312","103.30823"
"40.04","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6736965","0.84790015","275.1996"
"40.04","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.1778839","1.6801665","102.91623"
"40.06","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6637628","0.84904945","276.59958"
"40.06","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.1681292","1.6823684","102.72023"
"40.08","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6538601","0.8504411","277.99957"
"40.08","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.158368","1.6845417","102.55223"
"40.100002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6439943","0.85207427","279.39957"
"40.100002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.1485903","1.6866386","102.10423"
"40.12","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6341715","0.853948","280.79956"
"40.12","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.1387994","1.6886734","101.740234"
"40.14","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6243973","0.85606116","282.19955"
"40.14","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.1289997","1.690665","101.488235"
"40.16","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6146777","0.8584125","283.59955"
"40.16","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.1191819","1.6925656","100.95624"
"40.18","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6050184","0.8610006","284.99954"
"40.18","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.109353","1.6944085","100.62024"
"40.2","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5954252","0.86382395","286.39954"
"40.2","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0995102","1.6961746","100.17224"
"40.22","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5859039","0.86688083","287.79953"
"40.22","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0896647","1.6979263","100.08824"
"40.24","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5764569","0.87016016","289.14352"
"40.24","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0798001","1.6995672","99.444244"
"40.260002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5670474","0.87354547","289.78754"
"40.260002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.06993","1.7011744","99.248245"
"40.280003","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5576345","0.8769216","289.73154"
"40.280003","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0600545","1.7027477","99.052246"
"40.3","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.548215","0.8802793","289.61954"
"40.3","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0501664","1.704239","98.57625"
"40.32","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5387826","0.8836002","289.39554"
"40.32","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.040279","1.7057351","98.60425"
"40.34","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5293453","0.8869072","289.31152"
"40.34","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0303786","1.7071441","98.10025"
"40.36","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5198886","0.8901589","288.97552"
"40.36","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0204656","1.7084612","97.56825"
"40.38","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5104449","0.89344746","289.19952"
"40.38","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.010547","1.7097347","97.31625"
"40.4","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.500974","0.89665747","288.7235"
"40.4","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","2.0006227","1.7109646","97.064255"
"40.420002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.491508","0.89988136","288.80753"
"40.420002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.9906921","1.712141","96.756256"
"40.440002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4820514","0.90313303","288.97552"
"40.440002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.9807521","1.7132349","96.28026"
"40.46","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4725744","0.9063245","288.6115"
"40.46","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.970811","1.7143191","96.22426"
"40.48","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4630927","0.9095021","288.5275"
"40.48","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.9608608","1.7153158","95.72026"
"40.5","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4536188","0.91270286","288.6675"
"40.5","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.950904","1.7162445","95.32826"
"40.52","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4441171","0.9158202","288.1635"
"40.52","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.9409419","1.7171147","94.99226"
"40.54","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4346093","0.9189189","288.0515"
"40.54","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.9309745","1.7179216","94.628265"
"40.56","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.425097","0.9220037","287.9675"
"40.56","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.921007","1.7187285","94.628265"
"40.58","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4155786","0.92506987","287.8555"
"40.58","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.9110358","1.7194867","94.34827"
"40.600002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4060588","0.9281314","287.82748"
"40.600002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.9010589","1.7201669","93.90027"
"40.62","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.396533","0.9311743","287.71548"
"40.62","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8910782","1.7207886","93.56427"
"40.64","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3870162","0.9342451","287.88348"
"40.64","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.881092","1.7213128","93.00427"
"40.66","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3774978","0.9373113","287.85547"
"40.66","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8711057","1.7218369","93.00427"
"40.68","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3679734","0.9403589","287.74347"
"40.68","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8611147","1.7222635","92.444275"
"40.7","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3584329","0.9433552","287.43546"
"40.7","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.851122","1.722646","92.192276"
"40.72","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3488822","0.94631886","287.23944"
"40.72","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8411278","1.7229846","91.94028"
"40.74","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3393257","0.9492639","287.12744"
"40.74","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8311312","1.7232499","91.52028"
"40.760002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.329791","0.95227885","287.54745"
"40.760002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8211342","1.7234957","91.40828"
"40.78","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3202387","0.95523787","287.21146"
"40.78","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8111366","1.7237171","91.26828"
"40.8","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3106865","0.9581969","287.21146"
"40.8","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.8011378","1.7238749","90.90428"
"40.82","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3011459","0.9611932","287.43546"
"40.82","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7911383","1.723979","90.59628"
"40.84","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2915995","0.9641709","287.32346"
"40.84","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7811384","1.7240391","90.344284"
"40.86","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2820415","0.9671112","287.09946"
"40.86","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7711384","1.72406","90.120285"
"40.88","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2724952","0.97008884","287.32346"
"40.88","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7611386","1.7240028","89.67229"
"40.9","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2629229","0.9729824","286.81946"
"40.9","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7511389","1.7239114","89.47629"
"40.920002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2533436","0.97585255","286.67944"
"40.920002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7411399","1.7237711","89.19629"
"40.940002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2437657","0.9787274","286.70746"
"40.940002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7311414","1.7235917","88.97229"
"40.96","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2341893","0.98160696","286.73547"
"40.96","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7211437","1.7233782","88.77629"
"40.98","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.224617","0.9845005","286.8195"
"40.98","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7111478","1.7230914","88.35629"
"41.0","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2150377","0.98737067","286.67947"
"41.0","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.7011524","1.722785","88.24429"
"41.02","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2054584","0.9902408","286.67947"
"41.02","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6911577","1.7224591","88.13229"
"41.04","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1958904","0.9931484","286.90347"
"41.04","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6811638","1.7221087","87.992294"
"41.06","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1863111","0.9960185","286.67947"
"41.06","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6711725","1.72169","87.600296"
"41.08","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1767318","0.9988887","286.67947"
"41.08","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6611828","1.7212372","87.4043"
"41.100002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1671525","1.0017588","286.67947"
"41.100002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6511946","1.7207501","87.2083"
"41.120003","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1575732","1.004629","286.67947"
"41.120003","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6412064","1.720263","87.2083"
"41.14","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1479982","1.0075133","286.7635"
"41.14","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6312207","1.7197272","86.9283"
"41.16","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1384189","1.0103835","286.67947"
"41.16","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6212361","1.7191718","86.8163"
"41.18","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1288638","1.0133332","287.1555"
"41.18","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6112523","1.7186017","86.7323"
"41.2","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1192818","1.016194","286.62347"
"41.2","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.6012694","1.7180171","86.6483"
"41.22","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1097025","1.0190642","286.67947"
"41.22","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5912876","1.717413","86.5363"
"41.24","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1001302","1.0219578","286.8195"
"41.24","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5813076","1.7167795","86.3683"
"41.260002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0905467","1.0248139","286.5955"
"41.260002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.571328","1.7161412","86.3403"
"41.28","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0809745","1.0277075","286.8195"
"41.28","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5613481","1.7155077","86.3683"
"41.3","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0714022","1.030601","286.8195"
"41.3","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5513681","1.7148743","86.3683"
"41.32","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0618173","1.0334525","286.56747"
"41.32","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5413882","1.7142408","86.3683"
"41.34","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.052245","1.0363461","286.8195"
"41.34","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5314082","1.7136073","86.3683"
"41.36","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0426728","1.0392396","286.8195"
"41.36","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5214282","1.7129738","86.3683"
"41.38","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0331048","1.0421473","286.9035"
"41.38","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5114483","1.7123404","86.3683"
"41.4","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0235325","1.0450408","286.8195"
"41.4","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.5014683","1.7117069","86.3683"
"41.420002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0139602","1.0479344","286.8195"
"41.420002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4914883","1.7110734","86.3683"
"41.440002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.004381","1.0508046","286.67947"
"41.440002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4815084","1.7104399","86.3683"
"41.46","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.99481153","1.0537076","286.8755"
"41.46","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4715284","1.7098064","86.3683"
"41.48","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.9852421","1.0566106","286.8755"
"41.48","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4615484","1.709173","86.3683"
"41.5","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.9756727","1.0595136","286.8755"
"41.5","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4515685","1.7085395","86.3683"
"41.52","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.96611047","1.0624399","287.0155"
"41.52","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4415885","1.707906","86.3683"
"41.54","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.95654106","1.0653429","286.8755"
"41.54","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4316086","1.7072725","86.3683"
"41.56","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.94697165","1.0682459","286.8755"
"41.56","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4216286","1.706639","86.3683"
"41.58","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.93740225","1.0711489","286.8755"
"41.58","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4116486","1.7060056","86.3683"
"41.600002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.9278244","1.0740237","286.7075"
"41.600002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.4016687","1.7053721","86.3683"
"41.620003","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.918265","1.0769594","287.0715"
"41.620003","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3916887","1.7047386","86.3683"
"41.64","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.9087114","1.0799137","287.1835"
"41.64","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3817087","1.7041051","86.3683"
"41.66","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.89914197","1.0828167","286.8755"
"41.66","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3717288","1.7034717","86.3683"
"41.68","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.88957256","1.0857197","286.8755"
"41.68","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3617488","1.7028382","86.3683"
"41.7","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.88001746","1.0886694","287.1555"
"41.7","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3517689","1.7022047","86.3683"
"41.72","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.87045664","1.0916004","287.0435"
"41.72","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3417871","1.7016006","86.5363"
"41.74","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.8608872","1.0945034","286.8755"
"41.74","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3318071","1.7009671","86.3683"
"41.760002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.8513207","1.0974157","286.9315"
"41.760002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.3218248","1.7003727","86.5923"
"41.78","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.8417513","1.1003187","286.8755"
"41.78","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.311843","1.6997685","86.5363"
"41.8","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.83218616","1.1032356","286.9595"
"41.8","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2928188","1.6986055","86.512436"
"41.82","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.82261676","1.1061386","286.8755"
"41.82","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2928188","1.6986055","86.512436"
"41.84","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.81304735","1.1090416","286.8755"
"41.84","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2837756","1.6980565","86.54457"
"41.86","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.80348366","1.1119632","286.9875"
"41.86","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2737937","1.6974537","86.54457"
"41.88","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.79391855","1.1148801","286.95947"
"41.88","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2638118","1.696851","86.48857"
"41.9","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.7843449","1.117769","286.79147"
"41.9","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2538306","1.6962385","86.54457"
"41.920002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.77477694","1.1206766","286.90347"
"41.920002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2438487","1.6956358","86.43257"
"41.940002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.76520896","1.1235843","286.90347"
"41.940002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.233868","1.6950135","86.43257"
"41.96","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.75563955","1.1264871","286.87546"
"41.96","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2238873","1.6943913","86.43257"
"41.98","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.74606454","1.1293714","286.76346"
"41.98","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.2139066","1.693769","86.43257"
"42.0","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.736508","1.1323164","287.12747"
"42.0","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.203926","1.6931467","86.43257"
"42.02","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.72694004","1.135224","286.90347"
"42.02","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1939453","1.6925244","86.43257"
"42.04","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.7173706","1.1381269","286.87546"
"42.04","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1839646","1.6919022","86.43257"
"42.06","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.7078012","1.1410297","286.87546"
"42.06","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1739839","1.6912799","86.43257"
"42.08","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.6982404","1.1439607","287.04346"
"42.08","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1640033","1.6906576","86.43257"
"42.100002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.6886724","1.1468683","286.90344"
"42.100002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1540226","1.6900353","86.43257"
"42.120003","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.67910445","1.149776","286.90344"
"42.120003","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1440419","1.6894131","86.43257"
"42.14","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.66954505","1.1527116","287.07144"
"42.14","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1340612","1.6887908","86.43257"
"42.16","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.65997565","1.1556145","286.87543"
"42.16","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1240805","1.6881685","86.43257"
"42.18","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.65042204","1.1585689","287.18344"
"42.18","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1140999","1.6875463","86.43257"
"42.2","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.64085406","1.1614765","286.90344"
"42.2","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.1041192","1.686924","86.43257"
"42.22","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.6312918","1.1644028","287.01544"
"42.22","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0941385","1.6863017","86.43257"
"42.24","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.6217324","1.1673385","287.07144"
"42.24","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0841578","1.6856794","86.43257"
"42.260002","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.61217016","1.1702648","287.01544"
"42.260002","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0741771","1.6850572","86.43257"
"42.28","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.6026022","1.1731725","286.90344"
"42.28","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0641965","1.6844349","86.43257"
"42.3","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.5930486","1.1761268","287.18344"
"42.3","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0542158","1.6838126","86.43257"
"42.32","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","0.5834863","1.1790532","287.01544"
"42.32","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","1.0442351","1.6831903","86.29257"
