"time","name","x","y","direction","nextX","nextY","nextDirection"
"10.06","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.37290353","2.3995678","286.9595"
"10.06","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.94490635","2.3665645","297.29153"
"10.08","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.38246864","2.402485","287.0155"
"10.08","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9537932","2.3711498","297.43155"
"10.1","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.3920309","2.4054112","287.09952"
"10.1","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.96266884","2.3757567","297.29153"
"10.12","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.40158886","2.4083517","287.09952"
"10.12","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9715557","2.380342","297.29153"
"10.14","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.41114682","2.411292","287.0155"
"10.14","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9804426","2.3849273","297.43155"
"10.16","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.42070907","2.4142184","287.09952"
"10.16","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9893182","2.3895342","297.15155"
"10.18","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.43026704","2.4171588","287.09952"
"10.18","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9982162","2.3940978","297.20755"
"10.2","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.439825","2.4200993","286.93152"
"10.2","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0071098","2.39867","297.34756"
"10.22","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.44939154","2.4230115","286.93152"
"10.22","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0159922","2.4032638","297.48758"
"10.24","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.4589581","2.4259238","287.09952"
"10.24","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0248632","2.4078794","297.29156"
"10.26","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.46851605","2.4288642","286.9595"
"10.26","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.03375","2.4124646","297.17957"
"10.28","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.47808117","2.4317813","286.9595"
"10.28","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0426458","2.4170325","297.29156"
"10.3","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.48764628","2.4346983","287.0155"
"10.3","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0515326","2.4216177","297.12357"
"10.32","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.49720854","2.4376247","287.09952"
"10.32","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0604329","2.4261768","297.29156"
"10.34","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.5067665","2.440565","287.09952"
"10.34","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0693197","2.430762","297.15155"
"10.36","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.51632446","2.4435055","286.98752"
"10.36","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0782177","2.4353256","297.26355"
"10.38","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.52588814","2.446427","287.07153"
"10.38","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0871068","2.4399064","297.29156"
"10.4","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.53544754","2.4493628","287.09955"
"10.4","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0959936","2.4444916","297.03955"
"10.42","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.5450055","2.4523032","286.95953"
"10.42","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1049006","2.4490378","297.03955"
"10.44","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.5545706","2.4552202","287.07153"
"10.44","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1138076","2.453584","297.37555"
"10.46","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.56413","2.4581559","287.07153"
"10.46","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1226877","2.458182","297.03955"
"10.48","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.5736894","2.4610915","287.09955"
"10.48","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1315947","2.4627283","297.29156"
"10.5","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.58324736","2.464032","286.93155"
"10.5","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1404815","2.4673135","297.29156"
"10.52","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.5928139","2.4669442","286.95956"
"10.52","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1493683","2.4718988","297.15155"
"10.54","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.602379","2.4698613","286.90356"
"10.54","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1582663","2.4764624","297.29156"
"10.56","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.611947","2.4727688","287.15558"
"10.56","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1671531","2.4810476","297.29156"
"10.58","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.6215021","2.4757185","287.2396"
"10.58","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1760399","2.485633","297.48758"
"10.6","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.63105285","2.4786823","287.0156"
"10.6","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.184911","2.4902484","297.12357"
"10.62","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.6406151","2.4816086","286.98758"
"10.62","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1938113","2.4948075","297.03955"
"10.64","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.6501788","2.4845302","287.09958"
"10.64","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2027183","2.4993536","297.29156"
"10.66","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.65973675","2.4874706","287.09958"
"10.66","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2116051","2.503939","297.20755"
"10.68","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.6692947","2.490411","287.15558"
"10.68","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2204987","2.508511","297.37555"
"10.7","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.6788498","2.4933608","286.93158"
"10.7","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2293788","2.5131092","297.29153"
"10.72","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.68841636","2.496273","286.9596"
"10.72","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2382656","2.5176945","297.29153"
"10.74","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.6979815","2.49919","286.9036"
"10.74","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2471524","2.5222797","297.17953"
"10.76","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.70754945","2.5020976","287.0996"
"10.76","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2560482","2.5268476","297.03952"
"10.78","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.7171074","2.505038","287.0156"
"10.78","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2649552","2.5313938","297.34753"
"10.8","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.72666967","2.5079644","286.81958"
"10.8","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2738376","2.5359876","297.29153"
"10.82","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.7362419","2.510858","287.15558"
"10.82","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2827244","2.540573","297.29153"
"10.84","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.745797","2.5138078","286.98758"
"10.84","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2916112","2.5451581","297.29153"
"10.86","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.75536066","2.5167294","286.90356"
"10.86","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.300498","2.5497434","297.20752"
"10.88","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.76492864","2.5196369","286.95956"
"10.88","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3093916","2.5543156","297.1235"
"10.9","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.77449375","2.522554","287.09958"
"10.9","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3182919","2.5588746","297.37552"
"10.92","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.7840517","2.5254943","286.95956"
"10.92","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.327172","2.5634727","297.03952"
"10.94","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.79361683","2.5284114","287.15558"
"10.94","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.336079","2.568019","297.29153"
"10.96","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.80317193","2.531361","287.07156"
"10.96","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3449658","2.5726042","297.03952"
"10.98","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.8127313","2.5342968","287.23956"
"10.98","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3538728","2.5771503","297.17953"
"11.0","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.8222821","2.5372605","287.23956"
"11.0","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3627685","2.5817182","297.03952"
"11.02","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.8318328","2.5402243","287.09955"
"11.02","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3716755","2.5862644","297.17953"
"11.04","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.8413908","2.5431647","287.09955"
"11.04","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3805712","2.5908322","297.17953"
"11.06","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.85094875","2.5461051","286.87555"
"11.06","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.389467","2.5954","297.09552"
"11.08","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.8605181","2.5490081","287.01556"
"11.08","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3983694","2.5999548","297.17953"
"11.1","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.87008035","2.5519345","286.93155"
"11.1","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4072652","2.6045227","297.03952"
"11.12","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.8796469","2.5548468","286.95956"
"11.12","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4161721","2.6090689","297.17953"
"11.14","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.889212","2.5577638","287.09958"
"11.14","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4250679","2.6136367","297.29153"
"11.16","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.89877","2.5607042","287.09958"
"11.16","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4339547","2.618222","297.20752"
"11.18","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.90832794","2.5636446","287.15558"
"11.18","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4428483","2.6227942","297.20752"
"11.2","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.91788304","2.5665944","287.15558"
"11.2","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4517419","2.6273663","297.03952"
"11.22","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.92743814","2.569544","286.90356"
"11.22","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4606489","2.6319125","297.29153"
"11.24","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9370061","2.5724516","287.09958"
"11.24","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4695357","2.6364977","297.12354"
"11.26","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9465641","2.575392","286.95956"
"11.26","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.478436","2.6410568","297.03952"
"11.28","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9561292","2.578309","287.09958"
"11.28","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.487343","2.645603","297.37552"
"11.3","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.96568716","2.5812495","286.93158"
"11.3","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4962231","2.650201","297.20752"
"11.32","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9752537","2.5841618","286.70758"
"11.32","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5051167","2.6547732","297.1235"
"11.34","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9848316","2.5870366","286.93158"
"11.34","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.514017","2.6593323","297.2915"
"11.36","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-0.9943981","2.589949","286.98758"
"11.36","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5229038","2.6639175","297.1795"
"11.38","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0039618","2.5928705","287.09958"
"11.38","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5317996","2.6684854","297.2915"
"11.4","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0135198","2.595811","286.87558"
"11.4","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5406864","2.6730707","297.2915"
"11.42","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0230892","2.5987139","287.09958"
"11.42","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5495732","2.677656","297.2915"
"11.44","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0326471","2.6016543","286.84756"
"11.44","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.55846","2.6822412","297.1235"
"11.46","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.042218","2.6045525","286.79156"
"11.46","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5673603","2.6868002","297.1795"
"11.48","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0517915","2.6074414","286.93158"
"11.48","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.576256","2.691368","297.20752"
"11.5","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0613581","2.6103537","287.09958"
"11.5","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5851496","2.6959403","297.09552"
"11.52","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.070916","2.6132941","287.4636"
"11.52","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5940521","2.700495","297.34753"
"11.54","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0804552","2.616295","287.21158"
"11.54","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6029345","2.7050889","297.34753"
"11.56","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.0900074","2.619254","287.12756"
"11.56","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6118169","2.7096827","297.03952"
"11.58","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.099564","2.622199","287.43558"
"11.58","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6207238","2.7142289","297.29153"
"11.6","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1091045","2.6251955","287.21158"
"11.6","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6296107","2.7188141","297.17953"
"11.62","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1186568","2.6281545","286.84756"
"11.62","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6385064","2.723382","297.03952"
"11.64","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1282276","2.6310527","287.01556"
"11.64","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6474134","2.7279282","297.03952"
"11.66","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1377898","2.633979","287.09958"
"11.66","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6563203","2.7324743","297.17953"
"11.68","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1473478","2.6369195","287.01556"
"11.68","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6652161","2.7370422","297.03952"
"11.7","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1569101","2.6398458","286.73557"
"11.7","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.674123","2.7415884","297.20752"
"11.72","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1664865","2.6427255","286.73557"
"11.72","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6830167","2.7461605","297.29153"
"11.74","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.176063","2.645605","287.07156"
"11.74","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.6919035","2.7507458","297.34753"
"11.76","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1856223","2.6485407","286.84756"
"11.76","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7007859","2.7553396","297.09552"
"11.78","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.1951932","2.651439","286.87558"
"11.78","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7096883","2.7598944","297.09552"
"11.8","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2047626","2.654342","287.1276"
"11.8","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7185907","2.7644491","297.34753"
"11.82","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2143191","2.657287","287.1276"
"11.82","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7274731","2.769043","297.17953"
"11.84","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2238756","2.6602318","286.98758"
"11.84","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7363689","2.7736108","296.95554"
"11.86","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2334393","2.6631534","286.84756"
"11.86","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7452825","2.778144","297.20755"
"11.88","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2430102","2.6660516","287.43558"
"11.88","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7541761","2.782716","297.03955"
"11.9","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2525507","2.669048","287.07156"
"11.9","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7630831","2.7872622","297.37555"
"11.92","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2621101","2.6719837","286.95956"
"11.92","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7719632","2.7918603","297.37555"
"11.94","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2716752","2.6749008","286.95956"
"11.94","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7808434","2.7964585","296.84354"
"11.96","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2812403","2.6778178","287.07156"
"11.96","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7897658","2.8009741","297.17953"
"11.98","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.2907997","2.6807535","286.95956"
"11.98","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.7986616","2.805542","296.84354"
"12.0","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3003649","2.6836705","286.87555"
"12.0","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.807584","2.8100576","297.01154"
"12.02","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3099343","2.6865735","287.29556"
"12.02","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8164932","2.8145993","296.87152"
"12.04","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3194821","2.6895466","287.09955"
"12.04","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8254133","2.8191192","297.03952"
"12.06","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.32904","2.692487","286.79153"
"12.06","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8343203","2.8236654","296.9555"
"12.08","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3386136","2.695376","286.95953"
"12.08","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.843234","2.8281984","296.8715"
"12.1","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3481787","2.698293","286.95953"
"12.1","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8521541","2.8327184","296.9555"
"12.12","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3577439","2.70121","286.87552"
"12.12","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8610678","2.8372514","296.9555"
"12.14","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3673133","2.704113","287.01553"
"12.14","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8699814","2.8417845","296.8435"
"12.16","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3768755","2.7070394","287.01553"
"12.16","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8789039","2.8463001","296.7875"
"12.18","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.3864378","2.7099657","287.21155"
"12.18","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8878307","2.850807","297.3475"
"12.2","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.39599","2.7129247","287.01553"
"12.2","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.8967131","2.8554008","297.3475"
"12.22","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4055523","2.715851","287.09955"
"12.22","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9055955","2.8599946","296.1435"
"12.24","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4151102","2.7187915","287.09955"
"12.24","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9145725","2.8644009","294.7995"
"12.26","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4246682","2.721732","286.70755"
"12.26","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9236503","2.8685954","293.3995"
"12.28","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4342461","2.7246068","286.81955"
"12.28","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9328278","2.8725667","291.9995"
"12.3","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4438182","2.7275004","287.15555"
"12.3","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9420997","2.8763127","290.59952"
"12.32","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4533733","2.7304502","287.07153"
"12.32","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9514604","2.879831","289.19952"
"12.34","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4629327","2.7333858","286.81952"
"12.34","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9609041","2.8831196","287.79953"
"12.36","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.472505","2.7362795","286.7355"
"12.36","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9704255","2.8861763","286.39954"
"12.38","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4820814","2.739159","287.0155"
"12.38","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9800186","2.8889997","284.99954"
"12.4","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.4916437","2.7420855","286.7355"
"12.4","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9896779","2.8915877","283.59955"
"12.42","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5012201","2.744965","286.81952"
"12.42","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.9993975","2.893939","282.19955"
"12.44","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5107924","2.7478588","287.07153"
"12.44","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-2.0091717","2.8960521","280.79956"
"12.46","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5203518","2.7507944","286.73553"
"12.46","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-2.0189946","2.8979259","279.39957"
"12.48","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5299282","2.753674","287.09955"
"12.48","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-2.0288603","2.899559","277.99957"
"12.5","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5394862","2.7566144","286.81955"
"12.5","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-2.038763","2.9009507","276.59958"
"12.52","Nille"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-1.5490584","2.7595081","286.73553"
"12.52","Frederik"," - no pose.x value"," - no pose.y value"," - no pose.direction value","-2.0486968","2.9021","275.1996"
